200007,07/17/2020,08:26,1
200298;08/04/2020;06:01;1
200298;08/05/2020;06:01;1
200298;08/06/2020;06:02;1
200298;08/07/2020;06:03;1
200298;08/10/2020;06:06;1
200298;07/13/2020;14:51;0
200298;07/14/2020;15:07;0
200298;07/15/2020;14:54;0
200298;07/16/2020;15:07;0
200298;07/17/2020;14:49;0
200298;07/20/2020;15:03;0
200298;07/21/2020;15:10;0
200298;07/22/2020;14:39;0
200298;07/23/2020;15:18;0
200298;07/24/2020;15:12;0
200298;07/27/2020;15:31;0
200298;07/28/2020;23:59;0
200298;07/29/2020;00:13;0
200298;08/03/2020;14:49;0
200298;08/04/2020;15:13;0
200298;08/05/2020;15:21;0
200298;08/06/2020;14:22;0
200298;08/07/2020;14:58;0
200298;08/10/2020;14:14;0
200299;07/14/2020;08:43;1
200299;07/15/2020;09:00;1
200299;07/16/2020;08:47;1
200299;07/17/2020;08:34;1
200299;07/20/2020;09:24;1
200299;07/21/2020;09:00;1
200299;07/22/2020;08:43;1
200299;07/23/2020;08:36;1
200299;07/24/2020;08:45;1
200299;07/27/2020;08:32;1
200299;08/03/2020;08:55;1
200299;08/04/2020;09:02;1
200299;08/05/2020;08:52;1
200299;08/06/2020;08:41;1
200299;08/07/2020;08:35;1
200299;08/10/2020;08:49;1
200299;07/13/2020;16:35;0
200299;07/17/2020;15:41;0
200299;07/20/2020;16:34;0
200299;07/22/2020;16:47;0
200299;07/23/2020;16:07;0
200299;07/27/2020;16:47;0
200299;07/28/2020;16:41;0
200299;08/03/2020;16:44;0
200299;08/04/2020;16:52;0
200299;08/05/2020;16:51;0
200299;08/06/2020;17:34;0
200299;08/07/2020;17:05;0
